time,supply,liquidity,ratio
2023-11-20 17:00:00,104053.258219,3000.0,0.0288313893418495
2023-11-28 15:00:00,338538.40722000005,128055.78446300002,0.3782607282717634
2023-11-29 20:00:00,339446.57039800007,128055.78446300002,0.3772487208012
2023-12-08 13:00:00,2851688.548904927,635178.1188519232,0.2227375493357565
2023-12-11 14:00:00,4246938.723164427,636996.8907952418,0.1499896589797298
2023-12-12 10:00:00,4959710.091250828,1236960.1591295097,0.2494017062230246
2023-12-13 09:00:00,5748701.964156228,1369349.9069265097,0.2382015828033098
2023-12-15 21:00:00,21535081.780502528,1598525.5902046163,0.074228907347447
2023-12-17 02:00:00,21603235.159803927,1592850.9017256163,0.0737320540161204
2023-12-17 11:00:00,24093907.75197163,1592850.9017256163,0.0661101104114284
2023-12-18 07:00:00,25057951.73332663,1592850.9017256163,0.0635666840880355
2023-12-19 07:00:00,35600326.45631632,1592891.9017256163,0.0447437442372947
2023-12-21 13:00:00,46203405.86788012,1590974.7151276364,0.0344341436576574
2023-12-22 13:00:00,54720217.90821997,1611814.6626602963,0.0294555600155636
2023-12-23 03:00:00,55000253.15914296,1616814.6626602963,0.0293964949212515
2023-12-23 19:00:00,57139837.53961296,1742019.9781888234,0.0304869606424964
2023-12-25 10:00:00,61158746.09201897,1788022.1748335543,0.0292357559480259
2023-12-26 09:00:00,63160297.49284197,1788022.1748335543,0.0283092741137926
2023-12-28 15:00:00,71648658.43197078,2052221.801685401,0.0286428503561438
2023-12-28 21:00:00,72415069.94987777,1761911.5494076726,0.0243307304767803
2023-12-29 10:00:00,73163119.29601327,1900949.404112948,0.025982344962929
2023-12-29 11:00:00,73358853.77732627,1900936.924707948,0.0259128493266546
2023-12-29 15:00:00,74796282.72980428,1814842.907790948,0.0242638115365562
2023-12-30 06:00:00,81865986.22532937,1877523.1662696777,0.0229341055160802
2023-12-30 21:00:00,84509853.17145696,1877577.4305336776,0.0222172605923758
2024-01-01 17:00:00,88552326.85979827,1659158.2652804404,0.0187364728191425
2024-01-02 17:00:00,97964276.10446908,1958483.1462593984,0.0199918095058536
2024-01-03 22:00:00,104157709.22888836,2027979.4705341863,0.0194702771935744
2024-01-07 14:00:00,109659104.97608234,2135666.2498718747,0.0194755032000095
2024-01-09 01:00:00,113134088.56547216,2049462.5465838355,0.0181153405889488
2024-01-09 15:00:00,116480353.61396366,2052423.3389993736,0.0176203391844213
2024-01-12 11:00:00,117749155.66550142,2158728.841186075,0.0183332851007317
2024-01-15 07:00:00,118229241.81983942,2113613.4486633446,0.0178772477614642
2024-01-17 02:00:00,123902660.2546794,1657981.4925193489,0.013381322798973
2024-01-26 20:00:00,131844612.91676071,2384760.5282726865,0.0180876599772665
2024-01-31 22:00:00,140612490.75737026,2953042.995265892,0.0210012850164316
2024-02-01 12:00:00,142037466.00449765,4168658.096699563,0.0293490035690129
2024-02-02 03:00:00,147135568.66980457,5155609.835399872,0.035039860735305
2024-02-02 18:00:00,147577298.4753382,4915207.395757572,0.0333059857209607
2024-02-06 10:00:00,160483191.00032285,4657346.852651431,0.02902077671575
2024-02-09 15:00:00,196630216.4215611,5246685.07201135,0.0266830051224824
2024-02-13 12:00:00,210063882.15963036,5484246.600776632,0.0261075180768537
2024-02-19 23:00:00,278826281.5339803,73647731.66414717,0.2641348271008369
2024-02-20 19:00:00,324093324.7818178,73527290.5343455,0.2268707341746228
2024-02-21 00:00:00,335698396.8670178,73273439.16992116,0.2182716386308731
2024-02-22 10:00:00,397035407.81382,73960749.56321122,0.1862825030403668
2024-02-22 11:00:00,402157528.93722,74288912.94703591,0.1847259036610825
2024-02-22 15:00:00,408708069.37422,73519175.38084494,0.179881878753731
2024-02-25 15:00:00,436453000.9501047,75000787.70248172,0.1718416130470272
2024-02-25 16:00:00,436952451.73110473,74576162.29989171,0.1706734039469012
2024-02-26 12:00:00,443876969.8514472,75233646.38020611,0.1694921149105452
2024-02-28 08:00:00,503717570.370424,83459965.44084162,0.1656880171550633
2024-02-29 03:00:00,527752228.9851003,83141873.68442334,0.1575395974059839
2024-02-29 17:00:00,567683441.3588654,85120819.47029682,0.1499441647734922
2024-03-01 08:00:00,597913767.6230654,85596331.09479672,0.1431583210319352
2024-03-01 17:00:00,613862604.8370653,87610188.98855239,0.1427195406565062
2024-03-04 04:00:00,753367479.9496423,89254021.30072473,0.118473419249117
2024-03-04 19:00:00,775868341.1520523,87836959.63109551,0.1132111660860789
2024-03-05 15:00:00,796543296.529261,90661813.17070238,0.1138190649092631
2024-03-05 19:00:00,807921222.4291611,86998002.91579562,0.1076812942903274
2024-03-06 09:00:00,820315895.6715574,88658892.57849893,0.1080789645139299
2024-03-07 01:00:00,825065373.1835575,89228358.5300386,0.1081470165033667
2024-03-08 05:00:00,838206772.3135573,90018824.31100623,0.1073945323330457
2024-03-09 15:00:00,847143051.8485572,92822783.57994255,0.1095715574570236
2024-03-09 20:00:00,850104666.9595573,93255188.36379267,0.1096984783030595
2024-03-09 21:00:00,850569142.8745573,93393971.3730212,0.1098017394063812
2024-03-10 16:00:00,862460847.0445571,91984356.51421474,0.106653370792915
2024-03-11 07:00:00,876070890.662557,88509118.05961347,0.101029630139492
2024-03-11 21:00:00,898447962.9576927,90490561.38720152,0.1007187562530682
2024-03-12 17:00:00,948066573.6126928,89387755.62575519,0.094284260318487
2024-03-12 21:00:00,954559262.3856928,91631671.81679612,0.0959936961774218
2024-03-13 02:00:00,962440634.330261,90774803.37585624,0.0943173013876582
2024-03-14 17:00:00,1047443832.8598512,88792683.14545646,0.0847708300530296
2024-03-15 03:00:00,1063425674.1538512,86916070.82511683,0.0817321538661123
2024-03-15 23:00:00,1081905912.9148514,85823048.66734967,0.0793257968579973
2024-03-17 13:00:00,1103430233.4458508,84504206.22982511,0.0765831891028858
2024-03-18 04:00:00,1114896221.6418507,87024037.04138333,0.078055728732516
2024-03-18 14:00:00,1120889945.2318506,85687967.48097773,0.0764463699986652
2024-03-20 19:00:00,1192348577.4511251,87667656.05140954,0.0735251902919329
2024-03-21 01:00:00,1197842734.8141253,89215571.7184574,0.0744802043920242
2024-03-22 11:00:00,1258782992.0350597,89061363.29171206,0.0707519595158555
2024-03-23 01:00:00,1271270052.9290595,88037656.07876916,0.0692517344178184
2024-03-23 10:00:00,1281259761.8410597,88109710.13969496,0.0687680303118931
2024-03-23 16:00:00,1283257691.3720598,88883684.78160296,0.0692640966652368
2024-03-23 20:00:00,1285755116.68106,88733053.50256456,0.0690124055128107
2024-03-24 01:00:00,1287753066.02206,88912882.32357368,0.0690449781635779
2024-03-24 06:00:00,1288752042.4770598,88681818.0906995,0.068812164922158
2024-03-25 16:00:00,1318830845.39106,90722095.99399053,0.0687897893130408
2024-03-25 21:00:00,1323575709.2440598,90745782.80915944,0.0685610820562637
2024-03-28 03:00:00,1372123063.950062,90411915.80233744,0.0658919875175481
2024-03-28 12:00:00,1390904989.202062,91648710.89733855,0.0658914243667468
2024-03-29 02:00:00,1399543165.8346622,84359934.54763539,0.0602767650237673
2024-03-29 08:00:00,1403539005.7876625,84597145.02330795,0.0602741674256728
2024-03-29 18:00:00,1479152073.8012905,85265227.74113052,0.0576446663269763
2024-03-29 22:00:00,1504109963.3333204,84959673.77345516,0.0564850149554042
2024-04-02 09:00:00,1578247985.9227006,88883277.90487707,0.0563176881565368
2024-04-03 14:00:00,1932410645.863263,92002971.3003888,0.0476104659728204
2024-04-03 20:00:00,1962495998.5311544,91795279.72483408,0.0467747602000406
2024-04-04 09:00:00,1979579409.5518844,88612159.69926393,0.0447631245666083
2024-04-04 10:00:00,1980578377.1538844,87805675.19400597,0.0443333504025141
2024-04-05 05:00:00,2009627489.317106,109821395.4674749,0.0546476379584126
2024-04-06 01:00:00,2013961480.92286,108333426.45259456,0.0537912107449804
2024-04-07 06:00:00,2042432725.2967772,108046699.03266595,0.0529009830749584
2024-04-07 16:00:00,2054420435.4717777,112875511.97249223,0.0549427517481695
2024-04-08 16:00:00,2178033861.581477,126669287.6417145,0.0581576300883309
2024-04-09 06:00:00,2239225387.293977,121971046.98779908,0.0544701965598901
2024-04-09 12:00:00,2252911112.3549767,124159200.50451508,0.0551105633167795
2024-04-10 22:00:00,2327833110.466038,123070465.18407786,0.0528691101740703
2024-04-14 04:00:00,2360305917.6562433,90777248.79979189,0.0384599505177416
2024-04-15 09:00:00,2358952535.8442435,101676091.80726188,0.0431022202703511
2024-04-26 13:00:00,2356660027.834401,76314058.84521885,0.032382294409833
2024-04-29 09:00:00,2347359064.834401,75819947.54697894,0.0323001063973686
2024-05-01 09:00:00,2327068537.602326,68794509.8605002,0.0295627347234826
2024-05-03 10:00:00,2300061077.3549256,78930732.38315222,0.034316798436467
2024-05-13 09:00:00,2308180439.1320257,96489070.63336764,0.0418030882670731
2024-05-16 14:00:00,2323880609.102226,102294848.68158016,0.0440189776879713
2024-05-17 05:00:00,2341778133.558226,111121996.35689718,0.047451974533579
2024-05-17 10:00:00,2348771043.4662266,112213337.44136871,0.0477753409611898
2024-05-18 05:00:00,2412092668.612279,113548040.12896743,0.0470744932839971
2024-05-20 11:00:00,2458642565.364938,110203034.90891668,0.0448227149653041
2024-05-20 15:00:00,2472132586.2559376,111918708.84025532,0.0452721304118065
2024-05-21 11:00:00,2520099277.4605055,111918231.87044051,0.0444102471959835
2024-05-21 16:00:00,2535737747.8385057,111787926.63872609,0.0440849716158603
2024-05-22 22:00:00,2562728013.9765053,110208889.05822298,0.0430045203615717
2024-05-23 18:00:00,2656688854.09171,107955433.16467172,0.0406353318336107
2024-05-24 13:00:00,2715853543.6660905,109462867.02525952,0.040305143582042
2024-05-24 22:00:00,2748820226.952307,110608333.44576254,0.0402384748050246
2024-05-25 03:00:00,2751817201.2333074,110956640.47244813,0.0403212249791591
2024-05-26 03:00:00,2768800063.4833074,112037310.2568796,0.0404642110979766
2024-05-27 03:00:00,2787880784.2862105,109213033.65202792,0.0391742122789479
2024-05-27 18:00:00,2833372219.5640116,106313323.81178848,0.0375218346102608
2024-05-27 23:00:00,2846858208.518012,105783702.3232786,0.0371580509372633
2024-05-28 09:00:00,2861604693.404612,106063400.72125816,0.0370643090451003
2024-05-28 14:00:00,2884081178.8066115,106601310.9455304,0.0369619661640871
2024-05-31 19:00:00,2995359987.780471,115851229.377041,0.0386768968837316
2024-05-31 20:00:00,2997897373.5654707,116386726.5230577,0.0388227854459995
2024-06-01 15:00:00,3015553837.5061,116845701.666088,0.038747675539005
2024-06-01 20:00:00,3016552827.0341,117599209.35063832,0.0389846344797027
2024-06-02 11:00:00,3020515004.3461,117431477.6769329,0.038877965349606
2024-06-05 16:00:00,3140005622.7868752,121675838.54124178,0.0387501976615092
2024-06-06 07:00:00,3166983476.850875,122867152.27994794,0.0387962719660672
2024-06-06 12:00:00,3181072679.526875,121349289.1629911,0.0381472859592254
2023-11-20 13:00:00,53546.036589,0.0,0.0
2023-11-27 11:00:00,234108.93339,129255.178204,0.5521155315704034
2023-11-27 15:00:00,335298.94207700004,129255.178204,0.3854923531918484
2023-12-01 14:00:00,341005.63434037,227226.117567,0.6663412409784333
2023-12-04 21:00:00,566738.2788187381,436174.4201107933,0.7696223043552287
2023-12-09 02:00:00,3027584.2206884273,635178.1188519232,0.2097970106038844
2023-12-13 21:00:00,7030429.645420228,1369349.9069265097,0.1947747116449039
2023-12-14 19:00:00,12232791.200971529,1558511.4343193118,0.1274044009020226
2023-12-17 20:00:00,24768554.716826633,1592850.9017256163,0.0643094003641442
2023-12-18 18:00:00,28440189.858839527,1592891.9017256163,0.0560084834043584
2023-12-26 16:00:00,63664885.85331197,1803533.8504385543,0.0283285491879151
2023-12-28 12:00:00,70921048.69437078,2058033.116287205,0.0290186503749564
2023-12-31 11:00:00,84739706.79922287,1878116.9153996776,0.0221633633905481
2023-12-31 12:00:00,85140141.03772287,1878217.0102549912,0.0220602994940167
2024-01-01 10:00:00,85906799.97522227,1878530.0167439913,0.0218670700955664
2024-01-02 11:00:00,91676644.89248118,1916173.0291502764,0.0209014305813391
2024-01-03 14:00:00,103432092.59072807,1979496.165291537,0.0191381235331304
2024-01-08 03:00:00,110159444.48646095,2046278.8064568744,0.0185756093451285
2024-01-09 11:00:00,114627762.71546364,2052359.44769994,0.0179045581897505
2024-01-19 22:00:00,129885827.99690938,1873713.8885339687,0.0144258532083927
2024-01-23 18:00:00,131400759.8839094,2011163.057319282,0.0153055664145025
2024-01-24 01:00:00,131400853.54618528,2012229.1102632815,0.0153136684881275
2024-01-30 09:00:00,133366368.05785418,3376524.228570113,0.0253176590000964
2024-02-01 23:00:00,146933209.56580457,4268566.229221992,0.0290510650508202
2024-02-02 15:00:00,147577654.9886795,4915207.395757572,0.0333059052614341
2024-02-02 16:00:00,147577504.9886795,4915207.395757572,0.0333059391140581
2024-02-02 21:00:00,152574244.8664279,4915207.495757572,0.0322151848109136
2024-02-04 10:00:00,154620218.2255224,4936051.479991427,0.0319237130605514
2024-02-06 17:00:00,163276814.53722286,4657426.863041432,0.0285247288553615
2024-02-07 09:00:00,170917301.28869987,4697380.2418746995,0.0274833513427658
2024-02-08 11:00:00,179458636.8098849,5324710.161553896,0.0296709607083151
2024-02-12 12:00:00,210063920.08256108,5344398.013066195,0.0254417703476432
2024-02-16 09:00:00,226067577.9695581,30367823.64273571,0.1343307338251971
2024-02-19 14:00:00,263344815.26953405,62842326.68557646,0.2386313420344243
2024-02-21 04:00:00,339494097.8760178,73238011.48264508,0.215726906420009
2024-02-22 04:00:00,376545795.7955023,73698476.53506625,0.195722478800669
2024-02-22 19:00:00,411338125.5269561,73449112.72646141,0.1785614028176148
2024-02-23 02:00:00,414334608.1362588,73283999.10769983,0.1768715373242476
